,geoid,date,value
201,5103,2013-01-23,1
201,5505,2013-01-23,1
201,4832,2013-01-23,1
201,3625,2013-01-23,1
201,3915,2013-01-23,1
201,3912,2013-01-23,1
201,2606,2013-01-23,1
201,False,2013-01-23,1
201,2902,2013-01-23,1
201,1802,2013-01-23,1
201,2003,2013-01-23,1
201,False,2013-01-23,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,5502,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,1802,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,3620,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,3501,2013-01-22,1
202,False,2013-01-22,1
202,3202,2013-01-22,1
202,1502,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,1710,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,2001,2013-01-22,1
202,False,2013-01-22,1
202,0905,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
202,False,2013-01-22,1
206,0633,2013-08-01,1
206,0624,2013-08-01,1
206,1707,2013-08-01,1
206,0606,2013-08-01,1
206,0632,2013-08-01,1
206,3406,2013-08-01,1
206,1709,2013-08-01,1
210,0605,2014-05-30,1
210,4101,2014-05-30,1
210,0626,2014-05-30,1
210,0624,2014-05-30,1
210,4401,2014-05-30,1
210,2505,2014-05-30,1
210,3609,2014-05-30,1
210,4709,2014-05-30,1
210,3614,2014-05-30,1
210,0801,2014-05-30,1
210,1221,2014-05-30,1
210,0618,2014-05-30,1
210,0905,2014-05-30,1
210,0620,2014-05-30,1
210,4202,2014-05-30,1
210,0403,2014-05-30,1
210,0904,2014-05-30,1
210,0617,2014-05-30,1
210,0602,2014-05-30,1
210,3603,2014-05-30,1
210,4818,2014-05-30,1
210,1702,2014-05-30,1
210,0613,2014-05-30,1
210,2609,2014-05-30,1
210,0619,2014-05-30,1
210,0647,2014-05-30,1
210,3617,2014-05-30,1
210,3612,2014-05-30,1
210,0606,2014-05-30,1
210,3604,2014-05-30,1
210,2704,2014-05-30,1
210,2502,2014-05-30,1
210,3605,2014-05-30,1
210,5108,2014-05-30,1
210,0632,2014-05-30,1
210,3406,2014-05-30,1
210,0807,2014-05-30,1
210,1705,2014-05-30,1
210,2202,2014-05-30,1
210,1709,2014-05-30,1
210,1710,2014-05-30,1
210,4213,2014-05-30,1
210,5103,2014-05-30,1
210,3615,2014-05-30,1
210,3301,2014-05-30,1
210,3408,2014-05-30,1
210,3625,2014-05-30,1
210,0614,2014-05-30,1
210,0615,2014-05-30,1
210,2802,2014-05-30,1
210,2506,2014-05-30,1
210,2503,2014-05-30,1
210,1223,2014-05-30,1
210,0633,2014-05-30,1
210,2103,2014-05-30,1
212,0402,2013-01-15,1
212,4103,2013-01-15,1
212,4101,2013-01-15,1
212,1901,2013-01-15,1
212,0626,2013-01-15,1
212,1808,2013-01-15,1
212,1717,2013-01-15,1
212,0624,2013-01-15,1
212,1807,2013-01-15,1
212,2206,2013-01-15,1
212,1214,2013-01-15,1
212,4401,2013-01-15,1
212,2901,2013-01-15,1
212,5111,2013-01-15,1
212,2613,2013-01-15,1
212,0902,2013-01-15,1
212,4104,2013-01-15,1
212,0801,2013-01-15,1
212,2406,2013-01-15,1
212,4214,2013-01-15,1
212,2705,2013-01-15,1
212,1712,2013-01-15,1
212,0618,2013-01-15,1
212,0905,2013-01-15,1
212,0620,2013-01-15,1
212,4202,2013-01-15,1
212,1222,2013-01-15,1
212,3911,2013-01-15,1
212,4823,2013-01-15,1
212,3619,2013-01-15,1
212,4829,2013-01-15,1
212,0403,2013-01-15,1
212,1220,2013-01-15,1
212,3626,2013-01-15,1
212,3412,2013-01-15,1
212,0602,2013-01-15,1
212,2002,2013-01-15,1
212,1304,2013-01-15,1
212,3909,2013-01-15,1
212,2509,2013-01-15,1
212,2504,2013-01-15,1
212,2605,2013-01-15,1
212,5306,2013-01-15,1
212,0401,2013-01-15,1
212,3302,2013-01-15,1
212,1903,2013-01-15,1
212,1305,2013-01-15,1
212,1703,2013-01-15,1
212,1902,2013-01-15,1
212,0647,2013-01-15,1
212,3501,2013-01-15,1
212,3503,2013-01-15,1
212,3624,2013-01-15,1
212,0606,2013-01-15,1
212,2502,2013-01-15,1
212,2302,2013-01-15,1
212,5504,2013-01-15,1
212,5108,2013-01-15,1
212,0632,2013-01-15,1
212,0635,2013-01-15,1
212,4816,2013-01-15,1
212,3621,2013-01-15,1
212,0407,2013-01-15,1
212,3410,2013-01-15,1
212,0807,2013-01-15,1
212,2707,2013-01-15,1
212,0802,2013-01-15,1
212,1705,2013-01-15,1
212,2202,2013-01-15,1
212,0640,2013-01-15,1
212,3913,2013-01-15,1
212,1709,2013-01-15,1
212,0628,2013-01-15,1
212,1710,2013-01-15,1
212,1313,2013-01-15,1
212,5103,2013-01-15,1
212,3301,2013-01-15,1
212,False,2013-01-15,1
212,3625,2013-01-15,1
212,0614,2013-01-15,1
212,3620,2013-01-15,1
212,2503,2013-01-15,1
212,False,2013-01-15,1
212,1801,2013-01-15,1
212,2701,2013-01-15,1
212,0200,2013-01-15,1
213,False,2013-09-18,1
217,5103,2013-03-21,1
217,0106,2013-03-21,1
217,4806,2013-03-21,1
217,0637,2013-03-21,1
217,3903,2013-03-21,1
217,1302,2013-03-21,1
217,3601,2013-03-21,1
217,4103,2013-03-21,1
217,4101,2013-03-21,1
217,6600,2013-03-21,1
217,4201,2013-03-21,1
217,1205,2013-03-21,1
217,0626,2013-03-21,1
217,3701,2013-03-21,1
217,2507,2013-03-21,1
217,0629,2013-03-21,1
217,1000,2013-03-21,1
217,1807,2013-03-21,1
217,4217,2013-03-21,1
217,1214,2013-03-21,1
217,7800,2013-03-21,1
217,0627,2013-03-21,1
217,4401,2013-03-21,1
217,2505,2013-03-21,1
217,3609,2013-03-21,1
217,2901,2013-03-21,1
217,2905,2013-03-21,1
217,4709,2013-03-21,1
217,5111,2013-03-21,1
217,2613,2013-03-21,1
217,0902,2013-03-21,1
217,2407,2013-03-21,1
217,1707,2013-03-21,1
217,0653,2013-03-21,1
217,0801,2013-03-21,1
217,0903,2013-03-21,1
217,4214,2013-03-21,1
217,2404,2013-03-21,1
217,2705,2013-03-21,1
217,0905,2013-03-21,1
217,3911,2013-03-21,1
217,4809,2013-03-21,1
217,0403,2013-03-21,1
217,1704,2013-03-21,1
217,0644,2013-03-21,1
217,1220,2013-03-21,1
217,3626,2013-03-21,1
217,4815,2013-03-21,1
217,3412,2013-03-21,1
217,0617,2013-03-21,1
217,0602,2013-03-21,1
217,4818,2013-03-21,1
217,3608,2013-03-21,1
217,4830,2013-03-21,1
217,1304,2013-03-21,1
217,3703,2013-03-21,1
217,3909,2013-03-21,1
217,2509,2013-03-21,1
217,1702,2013-03-21,1
217,2504,2013-03-21,1
217,2605,2013-03-21,1
217,3602,2013-03-21,1
217,0901,2013-03-21,1
217,0613,2013-03-21,1
217,2609,2013-03-21,1
217,1305,2013-03-21,1
217,0619,2013-03-21,1
217,0647,2013-03-21,1
217,3503,2013-03-21,1
217,2508,2013-03-21,1
217,3612,2013-03-21,1
217,0606,2013-03-21,1
217,2704,2013-03-21,1
217,5307,2013-03-21,1
217,2502,2013-03-21,1
217,3605,2013-03-21,1
217,2302,2013-03-21,1
217,5504,2013-03-21,1
217,5108,2013-03-21,1
217,1218,2013-03-21,1
217,3610,2013-03-21,1
217,0632,2013-03-21,1
217,2501,2013-03-21,1
217,0635,2013-03-21,1
217,2708,2013-03-21,1
217,False,2013-03-21,1
217,3409,2013-03-21,1
217,3410,2013-03-21,1
217,2614,2013-03-21,1
217,5506,2013-03-21,1
217,7200,2013-03-21,1
217,2301,2013-03-21,1
217,5502,2013-03-21,1
217,0802,2013-03-21,1
217,3704,2013-03-21,1
217,1705,2013-03-21,1
217,3613,2013-03-21,1
217,2202,2013-03-21,1
217,0640,2013-03-21,1
217,0636,2013-03-21,1
217,1701,2013-03-21,1
217,3913,2013-03-21,1
217,0638,2013-03-21,1
217,0646,2013-03-21,1
217,1709,2013-03-21,1
217,0628,2013-03-21,1
217,4105,2013-03-21,1
217,5505,2013-03-21,1
217,3615,2013-03-21,1
217,0107,2013-03-21,1
217,3301,2013-03-21,1
217,3408,2013-03-21,1
217,3625,2013-03-21,1
217,4836,2013-03-21,1
217,0641,2013-03-21,1
217,3102,2013-03-21,1
217,2802,2013-03-21,1
217,0605,2013-03-21,1
217,2506,2013-03-21,1
217,2503,2013-03-21,1
217,False,2013-03-21,1
217,0651,2013-03-21,1
217,1801,2013-03-21,1
217,1223,2013-03-21,1
217,0643,2013-03-21,1
217,3712,2013-03-21,1
217,0633,2013-03-21,1
217,2101,2013-03-21,1
217,1224,2013-03-21,1
217,2103,2013-03-21,1
217,1203,2013-03-21,1
217,0200,2013-03-21,1
218,0905,2014-02-27,1
218,False,2014-02-27,1
220,1802,2013-04-25,1
220,0905,2013-04-25,1
220,False,2013-04-25,1
220,False,2013-04-25,1
221,3903,2013-11-19,1
221,4217,2013-11-19,1
221,5111,2013-11-19,1
221,4202,2013-11-19,1
221,1902,2013-11-19,1
221,False,2013-11-19,1
221,0107,2013-11-19,1
222,False,2013-02-26,1
222,False,2013-02-26,1
222,False,2013-02-26,1
222,False,2013-02-26,1
222,False,2013-02-26,1
224,5504,2013-01-22,1
224,3401,2013-01-22,1
224,0402,2013-01-22,1
224,0637,2013-01-22,1
224,3903,2013-01-22,1
224,0634,2013-01-22,1
224,0607,2013-01-22,1
224,1302,2013-01-22,1
224,3601,2013-01-22,1
224,4103,2013-01-22,1
224,4101,2013-01-22,1
224,6600,2013-01-22,1
224,4201,2013-01-22,1
224,1901,2013-01-22,1
224,1205,2013-01-22,1
224,0626,2013-01-22,1
224,1717,2013-01-22,1
224,3701,2013-01-22,1
224,0624,2013-01-22,1
224,2507,2013-01-22,1
224,0629,2013-01-22,1
224,1000,2013-01-22,1
224,1807,2013-01-22,1
224,4217,2013-01-22,1
224,1214,2013-01-22,1
224,4820,2013-01-22,1
224,7800,2013-01-22,1
224,0627,2013-01-22,1
224,4401,2013-01-22,1
224,3609,2013-01-22,1
224,2901,2013-01-22,1
224,2905,2013-01-22,1
224,4506,2013-01-22,1
224,4709,2013-01-22,1
224,5111,2013-01-22,1
224,2613,2013-01-22,1
224,4705,2013-01-22,1
224,0616,2013-01-22,1
224,0902,2013-01-22,1
224,3614,2013-01-22,1
224,4828,2013-01-22,1
224,2407,2013-01-22,1
224,1707,2013-01-22,1
224,0653,2013-01-22,1
224,4104,2013-01-22,1
224,0801,2013-01-22,1
224,2406,2013-01-22,1
224,0903,2013-01-22,1
224,5301,2013-01-22,1
224,1221,2013-01-22,1
224,2612,2013-01-22,1
224,4835,2013-01-22,1
224,4214,2013-01-22,1
224,False,2013-01-22,1
224,2404,2013-01-22,1
224,2705,2013-01-22,1
224,3616,2013-01-22,1
224,1712,2013-01-22,1
224,0618,2013-01-22,1
224,0905,2013-01-22,1
224,6000,2013-01-22,1
224,0620,2013-01-22,1
224,4202,2013-01-22,1
224,1711,2013-01-22,1
224,1222,2013-01-22,1
224,3911,2013-01-22,1
224,1502,2013-01-22,1
224,4823,2013-01-22,1
224,0603,2013-01-22,1
224,1226,2013-01-22,1
224,1209,2013-01-22,1
224,4809,2013-01-22,1
224,4829,2013-01-22,1
224,0403,2013-01-22,1
224,1704,2013-01-22,1
224,0644,2013-01-22,1
224,1501,2013-01-22,1
224,1220,2013-01-22,1
224,5310,2013-01-22,1
224,3626,2013-01-22,1
224,0904,2013-01-22,1
224,4815,2013-01-22,1
224,3412,2013-01-22,1
224,0617,2013-01-22,1
224,3204,2013-01-22,1
224,2405,2013-01-22,1
224,0602,2013-01-22,1
224,3603,2013-01-22,1
224,4818,2013-01-22,1
224,3608,2013-01-22,1
224,4830,2013-01-22,1
224,1304,2013-01-22,1
224,3909,2013-01-22,1
224,2509,2013-01-22,1
224,2504,2013-01-22,1
224,2605,2013-01-22,1
224,5306,2013-01-22,1
224,5503,2013-01-22,1
224,0401,2013-01-22,1
224,3302,2013-01-22,1
224,4402,2013-01-22,1
224,5302,2013-01-22,1
224,0901,2013-01-22,1
224,0613,2013-01-22,1
224,2609,2013-01-22,1
224,1305,2013-01-22,1
224,1902,2013-01-22,1
224,0619,2013-01-22,1
224,0647,2013-01-22,1
224,3617,2013-01-22,1
224,3501,2013-01-22,1
224,3503,2013-01-22,1
224,2508,2013-01-22,1
224,3624,2013-01-22,1
224,3612,2013-01-22,1
224,3618,2013-01-22,1
224,2505,2013-01-22,1
224,0606,2013-01-22,1
224,3604,2013-01-22,1
224,2704,2013-01-22,1
224,5307,2013-01-22,1
224,2502,2013-01-22,1
224,0609,2013-01-22,1
224,3605,2013-01-22,1
224,3606,2013-01-22,1
224,2302,2013-01-22,1
224,0611,2013-01-22,1
224,5108,2013-01-22,1
224,1218,2013-01-22,1
224,3610,2013-01-22,1
224,0632,2013-01-22,1
224,2501,2013-01-22,1
224,0635,2013-01-22,1
224,2708,2013-01-22,1
224,False,2013-01-22,1
224,4816,2013-01-22,1
224,3621,2013-01-22,1
224,3406,2013-01-22,1
224,3409,2013-01-22,1
224,0407,2013-01-22,1
224,3410,2013-01-22,1
224,0612,2013-01-22,1
224,0807,2013-01-22,1
224,2614,2013-01-22,1
224,0652,2013-01-22,1
224,7200,2013-01-22,1
224,2301,2013-01-22,1
224,5502,2013-01-22,1
224,0802,2013-01-22,1
224,3704,2013-01-22,1
224,1705,2013-01-22,1
224,5403,2013-01-22,1
224,3613,2013-01-22,1
224,2202,2013-01-22,1
224,0640,2013-01-22,1
224,0636,2013-01-22,1
224,2402,2013-01-22,1
224,1701,2013-01-22,1
224,3913,2013-01-22,1
224,6900,2013-01-22,1
224,0638,2013-01-22,1
224,0646,2013-01-22,1
224,2403,2013-01-22,1
224,1709,2013-01-22,1
224,0628,2013-01-22,1
224,1710,2013-01-22,1
224,4105,2013-01-22,1
224,4213,2013-01-22,1
224,1313,2013-01-22,1
224,5103,2013-01-22,1
224,3615,2013-01-22,1
224,0107,2013-01-22,1
224,3301,2013-01-22,1
224,0630,2013-01-22,1
224,False,2013-01-22,1
224,3408,2013-01-22,1
224,3625,2013-01-22,1
224,5309,2013-01-22,1
224,0614,2013-01-22,1
224,0615,2013-01-22,1
224,0641,2013-01-22,1
224,2802,2013-01-22,1
224,0605,2013-01-22,1
224,2506,2013-01-22,1
224,3201,2013-01-22,1
224,3620,2013-01-22,1
224,2503,2013-01-22,1
224,False,2013-01-22,1
224,0651,2013-01-22,1
224,4833,2013-01-22,1
224,4834,2013-01-22,1
224,3607,2013-01-22,1
224,1801,2013-01-22,1
224,2701,2013-01-22,1
224,1223,2013-01-22,1
224,0643,2013-01-22,1
224,3712,2013-01-22,1
224,0633,2013-01-22,1
224,5000,2013-01-22,1
224,1224,2013-01-22,1
224,2103,2013-01-22,1
226,0611,2013-05-15,1
226,0607,2013-05-15,1
226,1214,2013-05-15,1
226,0627,2013-05-15,1
226,4709,2013-05-15,1
226,1707,2013-05-15,1
226,0653,2013-05-15,1
226,0903,2013-05-15,1
226,0403,2013-05-15,1
226,4815,2013-05-15,1
226,3412,2013-05-15,1
226,0617,2013-05-15,1
226,4818,2013-05-15,1
226,3909,2013-05-15,1
226,0613,2013-05-15,1
226,1305,2013-05-15,1
226,1902,2013-05-15,1
226,3604,2013-05-15,1
226,5307,2013-05-15,1
226,2502,2013-05-15,1
226,3605,2013-05-15,1
226,0632,2013-05-15,1
226,0802,2013-05-15,1
226,6900,2013-05-15,1
226,0628,2013-05-15,1
226,5103,2013-05-15,1
226,0641,2013-05-15,1
226,2506,2013-05-15,1
226,3620,2013-05-15,1
226,2503,2013-05-15,1
226,1224,2013-05-15,1
226,2103,2013-05-15,1
228,0606,2013-03-19,1
228,0402,2013-03-19,1
228,0624,2013-03-19,1
228,2507,2013-03-19,1
228,4217,2013-03-19,1
228,4401,2013-03-19,1
228,2901,2013-03-19,1
228,0902,2013-03-19,1
228,0801,2013-03-19,1
228,2406,2013-03-19,1
228,5301,2013-03-19,1
228,1221,2013-03-19,1
228,4214,2013-03-19,1
228,3616,2013-03-19,1
228,0618,2013-03-19,1
228,0905,2013-03-19,1
228,4202,2013-03-19,1
228,2002,2013-03-19,1
228,1304,2013-03-19,1
228,2509,2013-03-19,1
228,2504,2013-03-19,1
228,5306,2013-03-19,1
228,3602,2013-03-19,1
228,3407,2013-03-19,1
228,2609,2013-03-19,1
228,1902,2013-03-19,1
228,0647,2013-03-19,1
228,3503,2013-03-19,1
228,2508,2013-03-19,1
228,2505,2013-03-19,1
228,2502,2013-03-19,1
228,1218,2013-03-19,1
228,0632,2013-03-19,1
228,2501,2013-03-19,1
228,False,2013-03-19,1
228,2703,2013-03-19,1
228,0807,2013-03-19,1
228,2614,2013-03-19,1
228,2202,2013-03-19,1
228,2608,2013-03-19,1
228,3403,2013-03-19,1
228,1709,2013-03-19,1
228,4213,2013-03-19,1
228,1313,2013-03-19,1
228,0614,2013-03-19,1
228,2506,2013-03-19,1
228,3620,2013-03-19,1
228,2503,2013-03-19,1
228,False,2013-03-19,1
228,0633,2013-03-19,1
229,4402,2013-10-30,1
229,0637,2013-10-30,1
229,3619,2013-10-30,1
229,3611,2013-10-30,1
229,3618,2013-10-30,1
229,5307,2013-10-30,1
229,False,2013-10-30,1
229,1224,2013-10-30,1
229,5101,2013-10-30,1
230,4218,2013-05-13,1
230,0402,2013-05-13,1
230,3903,2013-05-13,1
230,2601,2013-05-13,1
230,False,2013-05-13,1
230,4101,2013-05-13,1
230,6600,2013-05-13,1
230,1205,2013-05-13,1
230,0626,2013-05-13,1
230,1216,2013-05-13,1
230,3701,2013-05-13,1
230,0629,2013-05-13,1
230,1807,2013-05-13,1
230,4217,2013-05-13,1
230,2206,2013-05-13,1
230,7800,2013-05-13,1
230,0627,2013-05-13,1
230,4401,2013-05-13,1
230,3609,2013-05-13,1
230,5111,2013-05-13,1
230,2613,2013-05-13,1
230,5507,2013-05-13,1
230,2705,2013-05-13,1
230,3702,2013-05-13,1
230,0905,2013-05-13,1
230,0620,2013-05-13,1
230,4202,2013-05-13,1
230,4208,2013-05-13,1
230,0603,2013-05-13,1
230,4206,2013-05-13,1
230,0502,2013-05-13,1
230,0403,2013-05-13,1
230,0644,2013-05-13,1
230,1220,2013-05-13,1
230,3203,2013-05-13,1
230,0617,2013-05-13,1
230,4818,2013-05-13,1
230,2002,2013-05-13,1
230,3906,2013-05-13,1
230,4830,2013-05-13,1
230,3909,2013-05-13,1
230,0401,2013-05-13,1
230,3302,2013-05-13,1
230,3407,2013-05-13,1
230,0613,2013-05-13,1
230,2609,2013-05-13,1
230,1902,2013-05-13,1
230,2907,2013-05-13,1
230,0647,2013-05-13,1
230,3503,2013-05-13,1
230,0606,2013-05-13,1
230,3604,2013-05-13,1
230,2704,2013-05-13,1
230,5307,2013-05-13,1
230,2502,2013-05-13,1
230,5401,2013-05-13,1
230,0631,2013-05-13,1
230,5504,2013-05-13,1
230,0632,2013-05-13,1
230,False,2013-05-13,1
230,4204,2013-05-13,1
230,2614,2013-05-13,1
230,0652,2013-05-13,1
230,3704,2013-05-13,1
230,5403,2013-05-13,1
230,3613,2013-05-13,1
230,0102,2013-05-13,1
230,2608,2013-05-13,1
230,0640,2013-05-13,1
230,1701,2013-05-13,1
230,3913,2013-05-13,1
230,6900,2013-05-13,1
230,0638,2013-05-13,1
230,1709,2013-05-13,1
230,5103,2013-05-13,1
230,3625,2013-05-13,1
230,5309,2013-05-13,1
230,0614,2013-05-13,1
230,0641,2013-05-13,1
230,4205,2013-05-13,1
230,0605,2013-05-13,1
230,3620,2013-05-13,1
230,False,2013-05-13,1
230,0651,2013-05-13,1
230,4834,2013-05-13,1
230,1224,2013-05-13,1
230,1203,2013-05-13,1
230,1213,2013-05-13,1
231,5103,2015-05-01,1
231,3703,2015-05-01,1
231,0629,2015-05-01,1
231,4504,2015-05-01,1
231,0200,2015-05-01,1
231,2609,2015-05-01,1
231,2704,2015-05-01,1
231,0403,2015-05-01,1
231,0636,2015-05-01,1
231,3615,2015-05-01,1
231,False,2015-05-01,1
231,2407,2015-05-01,1
231,1801,2015-05-01,1
231,0637,2015-05-01,1
231,1304,2015-05-01,1
231,5502,2015-05-01,1
231,0626,2015-05-01,1
231,1203,2015-05-01,1
231,0901,2015-05-01,1
231,0628,2015-05-01,1
231,3613,2015-05-01,1
231,1807,2015-05-01,1
231,2503,2015-05-01,1
231,4401,2015-05-01,1
231,0611,2015-05-01,1
231,0602,2015-05-01,1
231,1711,2015-05-01,1
231,2301,2015-05-01,1
231,4709,2015-05-01,1
231,0627,2015-05-01,1
231,2505,2015-05-01,1
231,3609,2015-05-01,1
231,2705,2015-05-01,1
231,0613,2015-05-01,1
231,0632,2015-05-01,1
231,0615,2015-05-01,1
231,3610,2015-05-01,1
231,1701,2015-05-01,1
231,2404,2015-05-01,1
231,0619,2015-05-01,1
231,1702,2015-05-01,1
231,2502,2015-05-01,1
231,2605,2015-05-01,1
231,1313,2015-05-01,1
231,1209,2015-05-01,1
231,3909,2015-05-01,1
231,3625,2015-05-01,1
231,3102,2015-05-01,1
231,0653,2015-05-01,1
231,0641,2015-05-01,1
231,4816,2015-05-01,1
231,4101,2015-05-01,1
231,3618,2015-05-01,1
231,0651,2015-05-01,1
231,1214,2015-05-01,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,3501,2015-06-16,1
234,0905,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,1502,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
234,False,2015-06-16,1
237,4218,2016-04-29,1
237,6600,2016-04-29,1
237,2609,2016-04-29,1
237,4202,2016-04-29,1
237,4830,2016-04-29,1
237,0647,2016-04-29,1
237,0652,2016-04-29,1
237,5504,2016-04-29,1
237,2612,2016-04-29,1
237,3402,2016-04-29,1
237,2903,2016-04-29,1
237,4205,2016-04-29,1
237,5306,2016-04-29,1
237,2509,2016-04-29,1
237,3501,2016-04-29,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,1710,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,3620,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,5502,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,5402,2015-02-12,1
239,1802,2015-02-12,1
239,False,2015-02-12,1
239,3501,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,2907,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,0503,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
239,1502,2015-02-12,1
239,False,2015-02-12,1
239,False,2015-02-12,1
245,5401,2015-02-10,1
245,3909,2015-02-10,1
246,3302,2016-05-25,1
246,5402,2016-05-25,1
249,5505,2015-06-25,1
249,5103,2015-06-25,1
249,1601,2015-06-25,1
249,2407,2015-06-25,1
249,4827,2015-06-25,1
249,0619,2015-06-25,1
249,1309,2015-06-25,1
249,4709,2015-06-25,1
249,2608,2015-06-25,1
249,1304,2015-06-25,1
249,4904,2015-06-25,1
249,0627,2015-06-25,1
249,4806,2015-06-25,1
249,1704,2015-06-25,1
249,1203,2015-06-25,1
249,0637,2015-06-25,1
249,0200,2015-06-25,1
249,2202,2015-06-25,1
249,5102,2015-06-25,1
249,3608,2015-06-25,1
249,0604,2015-06-25,1
249,0629,2015-06-25,1
249,5508,2015-06-25,1
249,False,2015-06-25,1
249,4702,2015-06-25,1
249,7200,2015-06-25,1
249,1713,2015-06-25,1
249,3615,2015-06-25,1
249,3914,2015-06-25,1
249,3701,2015-06-25,1
249,4208,2015-06-25,1
249,4202,2015-06-25,1
249,4822,2015-06-25,1
249,1709,2015-06-25,1
249,1226,2015-06-25,1
249,3412,2015-06-25,1
249,3301,2015-06-25,1
249,3625,2015-06-25,1
249,3703,2015-06-25,1
249,3613,2015-06-25,1
249,2302,2015-06-25,1
249,0905,2015-06-25,1
249,1808,2015-06-25,1
249,0633,2015-06-25,1
249,1204,2015-06-25,1
249,5309,2015-06-25,1
249,3622,2015-06-25,1
249,3610,2015-06-25,1
249,2205,2015-06-25,1
249,0802,2015-06-25,1
249,3901,2015-06-25,1
249,3903,2015-06-25,1
249,5506,2015-06-25,1
249,5504,2015-06-25,1
249,1710,2015-06-25,1
249,1502,2015-06-25,1
249,2104,2015-06-25,1
249,False,2015-06-25,1
249,3405,2015-06-25,1
249,3606,2015-06-25,1
249,1218,2015-06-25,1
249,4103,2015-06-25,1
251,3406,2016-01-28,1
251,1902,2016-01-28,1
251,3620,2016-01-28,1
251,3609,2016-01-28,1
251,3503,2016-01-28,1
251,3102,2016-01-28,1
251,0606,2016-01-28,1
251,2504,2016-01-28,1
251,2103,2016-01-28,1
251,1209,2016-01-28,1
251,4830,2016-01-28,1
251,3410,2016-01-28,1
251,1221,2016-01-28,1
251,False,2016-01-28,1
251,3616,2016-01-28,1
251,0641,2016-01-28,1
251,1709,2016-01-28,1
251,False,2016-01-28,1
251,0629,2016-01-28,1
251,False,2016-01-28,1
251,0611,2016-01-28,1
251,0801,2016-01-28,1
251,4103,2016-01-28,1
251,5000,2016-01-28,1
251,5306,2016-01-28,1
251,2301,2016-01-28,1
251,5504,2016-01-28,1
251,0624,2016-01-28,1
251,3613,2016-01-28,1
251,0615,2016-01-28,1
251,2609,2016-01-28,1
251,1220,2016-01-28,1
251,3909,2016-01-28,1
251,3412,2016-01-28,1
251,4214,2016-01-28,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,3501,2015-05-12,1
252,1802,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,1502,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,False,2015-05-12,1
252,0905,2015-05-12,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
