,geoid,date,value
97,0643,2012-07-18,1
97,0606,2012-07-18,1
99,False,2012-04-26,1
99,False,2012-04-26,1
99,False,2012-04-26,1
101,False,2011-03-09,1
101,False,2011-03-09,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
105,False,2011-03-10,1
106,0611,2011-10-06,1
106,1214,2011-10-06,1
106,0627,2011-10-06,1
106,0403,2011-10-06,1
106,3412,2011-10-06,1
106,3909,2011-10-06,1
106,3910,2011-10-06,1
106,0613,2011-10-06,1
106,1305,2011-10-06,1
106,1902,2011-10-06,1
106,3604,2011-10-06,1
106,0632,2011-10-06,1
106,0802,2011-10-06,1
106,3409,2011-10-06,1
106,1701,2011-10-06,1
106,0628,2011-10-06,1
106,5103,2011-10-06,1
106,0613,2011-10-06,1
106,2503,2011-10-06,1
106,0606,2011-10-06,1
106,2103,2011-10-06,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,3620,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
109,False,2011-08-01,1
111,False,2011-01-25,1
114,5103,2011-08-01,1
114,3401,2011-08-01,1
114,0637,2011-08-01,1
114,0628,2011-08-01,1
114,0650,2011-08-01,1
114,1302,2011-08-01,1
114,4101,2011-08-01,1
114,1205,2011-08-01,1
114,3701,2011-08-01,1
114,1000,2011-08-01,1
114,1807,2011-08-01,1
114,1214,2011-08-01,1
114,7800,2011-08-01,1
114,0627,2011-08-01,1
114,2613,2011-08-01,1
114,3609,2011-08-01,1
114,2901,2011-08-01,1
114,2905,2011-08-01,1
114,4506,2011-08-01,1
114,4709,2011-08-01,1
114,5111,2011-08-01,1
114,2613,2011-08-01,1
114,4828,2011-08-01,1
114,2407,2011-08-01,1
114,1707,2011-08-01,1
114,0653,2011-08-01,1
114,0801,2011-08-01,1
114,0903,2011-08-01,1
114,4214,2011-08-01,1
114,2404,2011-08-01,1
114,2705,2011-08-01,1
114,6000,2011-08-01,1
114,4202,2011-08-01,1
114,3911,2011-08-01,1
114,0603,2011-08-01,1
114,4809,2011-08-01,1
114,0403,2011-08-01,1
114,1704,2011-08-01,1
114,0644,2011-08-01,1
114,4804,2011-08-01,1
114,1220,2011-08-01,1
114,3626,2011-08-01,1
114,4815,2011-08-01,1
114,1502,2011-08-01,1
114,0617,2011-08-01,1
114,4818,2011-08-01,1
114,1702,2011-08-01,1
114,4830,2011-08-01,1
114,1304,2011-08-01,1
114,3703,2011-08-01,1
114,3910,2011-08-01,1
114,0901,2011-08-01,1
114,3914,2011-08-01,1
114,0613,2011-08-01,1
114,1305,2011-08-01,1
114,1902,2011-08-01,1
114,2502,2011-08-01,1
114,3605,2011-08-01,1
114,5504,2011-08-01,1
114,5108,2011-08-01,1
114,3610,2011-08-01,1
114,False,2011-08-01,1
114,3410,2011-08-01,1
114,7200,2011-08-01,1
114,4219,2011-08-01,1
114,0802,2011-08-01,1
114,1705,2011-08-01,1
114,3613,2011-08-01,1
114,0637,2011-08-01,1
114,2202,2011-08-01,1
114,0640,2011-08-01,1
114,1701,2011-08-01,1
114,1313,2011-08-01,1
114,0107,2011-08-01,1
114,0630,2011-08-01,1
114,3408,2011-08-01,1
114,0613,2011-08-01,1
114,2802,2011-08-01,1
114,2506,2011-08-01,1
114,3620,2011-08-01,1
114,3610,2011-08-01,1
114,2503,2011-08-01,1
114,0643,2011-08-01,1
114,3712,2011-08-01,1
114,5000,2011-08-01,1
114,1224,2011-08-01,1
114,0606,2011-08-01,1
118,4830,2011-02-08,1
119,False,2011-06-30,1
119,False,2011-06-30,1
119,2907,2011-06-30,1
119,False,2011-06-30,1
119,False,2011-06-30,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
120,False,2011-04-06,1
121,False,2011-01-25,1
125,1709,2011-05-11,1
125,0624,2011-05-11,1
125,4401,2011-05-11,1
125,0403,2011-05-11,1
125,0802,2011-05-11,1
125,3913,2011-05-11,1
125,0613,2011-05-11,1
125,4101,2011-05-11,1
127,3625,2011-04-15,1
127,3302,2011-04-15,1
127,0637,2011-04-15,1
127,6600,2011-04-15,1
127,0624,2011-04-15,1
127,1214,2011-04-15,1
127,0627,2011-04-15,1
127,4401,2011-04-15,1
127,3609,2011-04-15,1
127,2901,2011-04-15,1
127,4709,2011-04-15,1
127,2613,2011-04-15,1
127,4212,2011-04-15,1
127,0903,2011-04-15,1
127,4214,2011-04-15,1
127,2504,2011-04-15,1
127,1501,2011-04-15,1
127,1220,2011-04-15,1
127,4217,2011-04-15,1
127,0613,2011-04-15,1
127,3617,2011-04-15,1
127,2704,2011-04-15,1
127,2502,2011-04-15,1
127,5504,2011-04-15,1
127,3610,2011-04-15,1
127,False,2011-04-15,1
127,3621,2011-04-15,1
127,3410,2011-04-15,1
127,1705,2011-04-15,1
127,0637,2011-04-15,1
127,0640,2011-04-15,1
127,6900,2011-04-15,1
127,1709,2011-04-15,1
127,5309,2011-04-15,1
127,0614,2011-04-15,1
127,0613,2011-04-15,1
127,2506,2011-04-15,1
127,0606,2011-04-15,1
129,False,2012-06-21,1
129,False,2012-06-21,1
129,False,2012-06-21,1
129,False,2012-06-21,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,3620,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,3202,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,1710,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
130,False,2011-11-30,1
131,0606,2012-06-21,1
131,0624,2012-06-21,1
131,4401,2012-06-21,1
131,2901,2012-06-21,1
131,0902,2012-06-21,1
131,3616,2012-06-21,1
131,1902,2012-06-21,1
131,False,2012-06-21,1
133,5108,2011-06-23,1
133,3401,2011-06-23,1
133,5502,2011-06-23,1
133,4806,2011-06-23,1
133,3201,2011-06-23,1
133,0628,2011-06-23,1
133,4002,2011-06-23,1
133,0645,2011-06-23,1
133,7800,2011-06-23,1
133,4709,2011-06-23,1
133,0902,2011-06-23,1
133,1204,2011-06-23,1
133,1221,2011-06-23,1
133,5104,2011-06-23,1
133,2504,2011-06-23,1
133,1704,2011-06-23,1
133,1220,2011-06-23,1
133,0904,2011-06-23,1
133,1902,2011-06-23,1
133,5307,2011-06-23,1
133,3710,2011-06-23,1
133,0905,2011-06-23,1
133,3621,2011-06-23,1
133,2608,2011-06-23,1
133,3913,2011-06-23,1
133,1709,2011-06-23,1
133,3620,2011-06-23,1
133,2503,2011-06-23,1
133,5101,2011-06-23,1
133,5110,2011-06-23,1
136,1713,2012-04-27,1
136,4004,2012-04-27,1
136,1710,2012-04-27,1
137,3911,2012-05-18,1
137,7800,2012-05-18,1
137,1501,2012-05-18,1
137,0613,2012-05-18,1
137,False,2012-05-18,1
137,3613,2012-05-18,1
137,1224,2012-05-18,1
139,2206,2013-07-18,1
139,4103,2013-07-18,1
139,1807,2013-07-18,1
139,4217,2013-07-18,1
139,0627,2013-07-18,1
139,4401,2013-07-18,1
139,2901,2013-07-18,1
139,1707,2013-07-18,1
139,1713,2013-07-18,1
139,False,2013-07-18,1
139,2705,2013-07-18,1
139,3619,2013-07-18,1
139,3611,2013-07-18,1
139,1501,2013-07-18,1
139,5310,2013-07-18,1
139,3412,2013-07-18,1
139,2002,2013-07-18,1
139,4830,2013-07-18,1
139,1305,2013-07-18,1
139,1703,2013-07-18,1
139,0619,2013-07-18,1
139,0647,2013-07-18,1
139,5307,2013-07-18,1
139,2502,2013-07-18,1
139,3707,2013-07-18,1
139,5108,2013-07-18,1
139,0635,2013-07-18,1
139,False,2013-07-18,1
139,4816,2013-07-18,1
139,3704,2013-07-18,1
139,2402,2013-07-18,1
139,0614,2013-07-18,1
139,3620,2013-07-18,1
139,0200,2013-07-18,1
143,1901,2013-09-18,1
143,2507,2013-09-18,1
143,5503,2013-09-18,1
143,2802,2013-09-18,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,2907,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,3620,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,3501,2013-01-28,1
146,3202,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,2505,2013-01-28,1
146,False,2013-01-28,1
146,2001,2013-01-28,1
146,0905,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
146,False,2013-01-28,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,5502,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,3620,2014-07-23,1
148,False,2014-07-23,1
148,1502,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,0905,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
148,False,2014-07-23,1
151,False,2014-02-24,1
151,False,2014-02-24,1
153,False,2014-09-18,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,2907,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,3202,2013-01-24,1
154,1502,2013-01-24,1
154,0905,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
154,False,2013-01-24,1
157,0402,2014-02-25,1
157,2705,2014-02-25,1
157,4202,2014-02-25,1
157,0602,2014-02-25,1
157,1304,2014-02-25,1
157,3503,2014-02-25,1
157,5504,2014-02-25,1
157,False,2014-02-25,1
157,0407,2014-02-25,1
157,0802,2014-02-25,1
157,1313,2014-02-25,1
158,4218,2014-04-29,1
158,0402,2014-04-29,1
158,False,2014-04-29,1
158,6600,2014-04-29,1
158,1205,2014-04-29,1
158,0626,2014-04-29,1
158,1216,2014-04-29,1
158,1226,2014-04-29,1
158,0617,2014-04-29,1
158,2609,2014-04-29,1
158,0619,2014-04-29,1
158,2610,2014-04-29,1
158,0632,2014-04-29,1
158,1211,2014-04-29,1
158,0807,2014-04-29,1
158,1313,2014-04-29,1
158,3625,2014-04-29,1
158,0614,2014-04-29,1
158,4205,2014-04-29,1
158,3620,2014-04-29,1
159,4218,2013-12-12,1
159,3202,2013-12-12,1
159,0106,2013-12-12,1
159,4211,2013-12-12,1
159,2106,2013-12-12,1
159,0637,2013-12-12,1
159,2601,2013-12-12,1
159,0607,2013-12-12,1
159,1212,2013-12-12,1
159,1302,2013-12-12,1
159,4706,2013-12-12,1
159,False,2013-12-12,1
159,4103,2013-12-12,1
159,2203,2013-12-12,1
159,1805,2013-12-12,1
159,1205,2013-12-12,1
159,0626,2013-12-12,1
159,1216,2013-12-12,1
159,0101,2013-12-12,1
159,0642,2013-12-12,1
159,5402,2013-12-12,1
159,1807,2013-12-12,1
159,4831,2013-12-12,1
159,2206,2013-12-12,1
159,4401,2013-12-12,1
159,0806,2013-12-12,1
159,4004,2013-12-12,1
159,3627,2013-12-12,1
159,0501,2013-12-12,1
159,1204,2013-12-12,1
159,0610,2013-12-12,1
159,4215,2013-12-12,1
159,1221,2013-12-12,1
159,1221,2013-12-12,1
159,4214,2013-12-12,1
159,4702,2013-12-12,1
159,2705,2013-12-12,1
159,3702,2013-12-12,1
159,4208,2013-12-12,1
159,3101,2013-12-12,1
159,1502,2013-12-12,1
159,4206,2013-12-12,1
159,3619,2013-12-12,1
159,1311,2013-12-12,1
159,0502,2013-12-12,1
159,3611,2013-12-12,1
159,2102,2013-12-12,1
159,3622,2013-12-12,1
159,2904,2013-12-12,1
159,1220,2013-12-12,1
159,5303,2013-12-12,1
159,3412,2013-12-12,1
159,0650,2013-12-12,1
159,3603,2013-12-12,1
159,4818,2013-12-12,1
159,3608,2013-12-12,1
159,3906,2013-12-12,1
159,4830,2013-12-12,1
159,3703,2013-12-12,1
159,3909,2013-12-12,1
159,4203,2013-12-12,1
159,3602,2013-12-12,1
159,1716,2013-12-12,1
159,0401,2013-12-12,1
159,0601,2013-12-12,1
159,3407,2013-12-12,1
159,1902,2013-12-12,1
159,2907,2013-12-12,1
159,0647,2013-12-12,1
159,4210,2013-12-12,1
159,3604,2013-12-12,1
159,2704,2013-12-12,1
159,5307,2013-12-12,1
159,5401,2013-12-12,1
159,4207,2013-12-12,1
159,1207,2013-12-12,1
159,2302,2013-12-12,1
159,2610,2013-12-12,1
159,4002,2013-12-12,1
159,0635,2013-12-12,1
159,False,2013-12-12,1
159,0622,2013-12-12,1
159,4822,2013-12-12,1
159,2703,2013-12-12,1
159,7200,2013-12-12,1
159,3709,2013-12-12,1
159,3613,2013-12-12,1
159,3623,2013-12-12,1
159,2202,2013-12-12,1
159,4701,2013-12-12,1
159,1217,2013-12-12,1
159,0640,2013-12-12,1
159,1706,2013-12-12,1
159,4212,2013-12-12,1
159,1701,2013-12-12,1
159,0405,2013-12-12,1
159,1718,2013-12-12,1
159,0406,2013-12-12,1
159,1313,2013-12-12,1
159,0107,2013-12-12,1
159,4209,2013-12-12,1
159,1602,2013-12-12,1
159,False,2013-12-12,1
159,3404,2013-12-12,1
159,3915,2013-12-12,1
159,3102,2013-12-12,1
159,2802,2013-12-12,1
159,4205,2013-12-12,1
159,3910,2013-12-12,1
159,0651,2013-12-12,1
159,1802,2013-12-12,1
159,2701,2013-12-12,1
159,1210,2013-12-12,1
159,3902,2013-12-12,1
159,2101,2013-12-12,1
159,4502,2013-12-12,1
161,0652,2014-05-06,1
161,0402,2014-05-06,1
161,2601,2014-05-06,1
161,0607,2014-05-06,1
161,6600,2014-05-06,1
161,1205,2014-05-06,1
161,3701,2014-05-06,1
161,0629,2014-05-06,1
161,1807,2014-05-06,1
161,7800,2014-05-06,1
161,0627,2014-05-06,1
161,2505,2014-05-06,1
161,5111,2014-05-06,1
161,0653,2014-05-06,1
161,2406,2014-05-06,1
161,1221,2014-05-06,1
161,2705,2014-05-06,1
161,0905,2014-05-06,1
161,0620,2014-05-06,1
161,4202,2014-05-06,1
161,4208,2014-05-06,1
161,0603,2014-05-06,1
161,1220,2014-05-06,1
161,3412,2014-05-06,1
161,0617,2014-05-06,1
161,0602,2014-05-06,1
161,3909,2014-05-06,1
161,0401,2014-05-06,1
161,0613,2014-05-06,1
161,2609,2014-05-06,1
161,1305,2014-05-06,1
161,1902,2014-05-06,1
161,0619,2014-05-06,1
161,0647,2014-05-06,1
161,2704,2014-05-06,1
161,2502,2014-05-06,1
161,0631,2014-05-06,1
161,0632,2014-05-06,1
161,0807,2014-05-06,1
161,0802,2014-05-06,1
161,3704,2014-05-06,1
161,3613,2014-05-06,1
161,0640,2014-05-06,1
161,1701,2014-05-06,1
161,3913,2014-05-06,1
161,6900,2014-05-06,1
161,0638,2014-05-06,1
161,0646,2014-05-06,1
161,1709,2014-05-06,1
161,0628,2014-05-06,1
161,3301,2014-05-06,1
161,0614,2014-05-06,1
161,0615,2014-05-06,1
161,0651,2014-05-06,1
161,2103,2014-05-06,1
163,4105,2013-05-16,1
163,0402,2013-05-16,1
163,4103,2013-05-16,1
163,0629,2013-05-16,1
163,4004,2013-05-16,1
163,2705,2013-05-16,1
163,6000,2013-05-16,1
163,0403,2013-05-16,1
163,0617,2013-05-16,1
163,0602,2013-05-16,1
163,4830,2013-05-16,1
163,0401,2013-05-16,1
163,0619,2013-05-16,1
163,3503,2013-05-16,1
163,2704,2013-05-16,1
163,5307,2013-05-16,1
163,2302,2013-05-16,1
163,5504,2013-05-16,1
163,5108,2013-05-16,1
163,0632,2013-05-16,1
163,2707,2013-05-16,1
163,5502,2013-05-16,1
163,3613,2013-05-16,1
163,3625,2013-05-16,1
164,False,2013-03-21,1
164,False,2013-03-21,1
164,False,2013-03-21,1
166,False,2013-07-16,1
166,False,2013-07-16,1
166,False,2013-07-16,1
166,False,2013-07-16,1
166,False,2013-07-16,1
166,False,2013-07-16,1
171,1212,2014-06-26,1
171,0626,2014-06-26,1
171,1222,2014-06-26,1
171,1213,2014-06-26,1
171,0401,2014-06-26,1
171,3302,2014-06-26,1
171,0805,2014-06-26,1
171,0636,2014-06-26,1
171,3913,2014-06-26,1
171,2701,2014-06-26,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
172,False,2014-09-17,1
173,3620,2013-07-31,1
176,False,2013-02-07,1
176,False,2013-02-07,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,0503,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,1802,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,3202,2014-06-23,1
177,1502,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
177,False,2014-06-23,1
179,0640,2014-07-30,1
179,0634,2014-07-30,1
179,4103,2014-07-30,1
179,6600,2014-07-30,1
179,1205,2014-07-30,1
179,3701,2014-07-30,1
179,0629,2014-07-30,1
179,1807,2014-07-30,1
179,1214,2014-07-30,1
179,7800,2014-07-30,1
179,0627,2014-07-30,1
179,3609,2014-07-30,1
179,2901,2014-07-30,1
179,4709,2014-07-30,1
179,2613,2014-07-30,1
179,3614,2014-07-30,1
179,2407,2014-07-30,1
179,1707,2014-07-30,1
179,0801,2014-07-30,1
179,0903,2014-07-30,1
179,2404,2014-07-30,1
179,2705,2014-07-30,1
179,0618,2014-07-30,1
179,6000,2014-07-30,1
179,0620,2014-07-30,1
179,4202,2014-07-30,1
179,3911,2014-07-30,1
179,1226,2014-07-30,1
179,1209,2014-07-30,1
179,4809,2014-07-30,1
179,0403,2014-07-30,1
179,1704,2014-07-30,1
179,0644,2014-07-30,1
179,1220,2014-07-30,1
179,4815,2014-07-30,1
179,3412,2014-07-30,1
179,0617,2014-07-30,1
179,3204,2014-07-30,1
179,4818,2014-07-30,1
179,4830,2014-07-30,1
179,1304,2014-07-30,1
179,1702,2014-07-30,1
179,0613,2014-07-30,1
179,1305,2014-07-30,1
179,0619,2014-07-30,1
179,0647,2014-07-30,1
179,3617,2014-07-30,1
179,3501,2014-07-30,1
179,3503,2014-07-30,1
179,3612,2014-07-30,1
179,0606,2014-07-30,1
179,2704,2014-07-30,1
179,2502,2014-07-30,1
179,3605,2014-07-30,1
179,3606,2014-07-30,1
179,5504,2014-07-30,1
179,0632,2014-07-30,1
179,0635,2014-07-30,1
179,False,2014-07-30,1
179,0407,2014-07-30,1
179,7200,2014-07-30,1
179,5502,2014-07-30,1
179,3613,2014-07-30,1
179,2202,2014-07-30,1
179,1701,2014-07-30,1
179,6900,2014-07-30,1
179,0638,2014-07-30,1
179,0646,2014-07-30,1
179,1709,2014-07-30,1
179,0628,2014-07-30,1
179,1313,2014-07-30,1
179,5103,2014-07-30,1
179,3615,2014-07-30,1
179,3408,2014-07-30,1
179,3625,2014-07-30,1
179,0641,2014-07-30,1
179,3620,2014-07-30,1
179,0651,2014-07-30,1
179,4834,2014-07-30,1
179,3607,2014-07-30,1
179,0643,2014-07-30,1
179,1224,2014-07-30,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,5502,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,2907,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,3620,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,1710,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,0905,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
181,False,2013-04-09,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,2907,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,1802,2014-11-17,1
182,False,2014-11-17,1
182,0406,2014-11-17,1
182,3620,2014-11-17,1
182,3202,2014-11-17,1
182,False,2014-11-17,1
182,1710,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,2001,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
182,False,2014-11-17,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,2907,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,3620,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,2505,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,0905,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
187,False,2013-02-07,1
188,0402,2014-05-06,1
188,4103,2014-05-06,1
188,0626,2014-05-06,1
188,3701,2014-05-06,1
188,0624,2014-05-06,1
188,1214,2014-05-06,1
188,4401,2014-05-06,1
188,3609,2014-05-06,1
188,2901,2014-05-06,1
188,2613,2014-05-06,1
188,3614,2014-05-06,1
188,0801,2014-05-06,1
188,5301,2014-05-06,1
188,2404,2014-05-06,1
188,2705,2014-05-06,1
188,3616,2014-05-06,1
188,0618,2014-05-06,1
188,0905,2014-05-06,1
188,4202,2014-05-06,1
188,1711,2014-05-06,1
188,0603,2014-05-06,1
188,4829,2014-05-06,1
188,0403,2014-05-06,1
188,3603,2014-05-06,1
188,1304,2014-05-06,1
188,3909,2014-05-06,1
188,1702,2014-05-06,1
188,2609,2014-05-06,1
188,1902,2014-05-06,1
188,0619,2014-05-06,1
188,0647,2014-05-06,1
188,3617,2014-05-06,1
188,3501,2014-05-06,1
188,3503,2014-05-06,1
188,0606,2014-05-06,1
188,3604,2014-05-06,1
188,2704,2014-05-06,1
188,2502,2014-05-06,1
188,3605,2014-05-06,1
188,3606,2014-05-06,1
188,5504,2014-05-06,1
188,3610,2014-05-06,1
188,0632,2014-05-06,1
188,0635,2014-05-06,1
188,False,2014-05-06,1
188,3406,2014-05-06,1
188,0407,2014-05-06,1
188,0807,2014-05-06,1
188,5502,2014-05-06,1
188,3704,2014-05-06,1
188,3613,2014-05-06,1
188,3913,2014-05-06,1
188,1709,2014-05-06,1
188,4105,2014-05-06,1
188,5103,2014-05-06,1
188,3615,2014-05-06,1
188,False,2014-05-06,1
188,3408,2014-05-06,1
188,3625,2014-05-06,1
188,0605,2014-05-06,1
188,3620,2014-05-06,1
188,0651,2014-05-06,1
188,3607,2014-05-06,1
188,2701,2014-05-06,1
188,0633,2014-05-06,1
188,5000,2014-05-06,1
188,2103,2014-05-06,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,3620,2013-01-31,1
190,3501,2013-01-31,1
190,1502,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,0905,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
190,False,2013-01-31,1
192,4202,2014-03-06,1
192,0605,2014-03-06,1
193,5401,2013-04-18,1
193,3909,2013-04-18,1
199,False,2013-06-07,1
199,False,2013-06-07,1
201,1211,2013-01-23,1
201,3202,2013-01-23,1
201,0402,2013-01-23,1
201,2601,2013-01-23,1
201,6600,2013-01-23,1
201,1805,2013-01-23,1
201,0626,2013-01-23,1
201,2604,2013-01-23,1
201,1807,2013-01-23,1
201,1214,2013-01-23,1
201,4401,2013-01-23,1
201,2613,2013-01-23,1
201,0905,2013-01-23,1
201,1311,2013-01-23,1
201,4504,2013-01-23,1
201,3611,2013-01-23,1
201,3622,2013-01-23,1
201,3203,2013-01-23,1
201,5303,2013-01-23,1
201,0617,2013-01-23,1
201,2002,2013-01-23,1
201,3906,2013-01-23,1
201,1304,2013-01-23,1
201,1213,2013-01-23,1
201,3914,2013-01-23,1
201,2504,2013-01-23,1
201,3602,2013-01-23,1
201,3407,2013-01-23,1
201,1902,2013-01-23,1
201,0619,2013-01-23,1
201,0647,2013-01-23,1
201,4207,2013-01-23,1
201,0632,2013-01-23,1
201,4816,2013-01-23,1
201,3409,2013-01-23,1
201,2703,2013-01-23,1
201,3410,2013-01-23,1
201,2614,2013-01-23,1
201,5502,2013-01-23,1
201,5308,2013-01-23,1
201,0640,2013-01-23,1
201,3403,2013-01-23,1
201,3913,2013-01-23,1
