geoid,date,value
3204,2017-02-07,1
2503,2017-02-07,1
1209,2017-02-07,1
1226,2017-02-07,1
4816,2017-02-07,1
1806,2017-02-07,1
0905,2017-02-07,1
0803,2017-02-07,1
2506,2017-02-07,1
4104,2017-02-07,1
4709,2017-02-07,1
1205,2017-02-07,1
1903,2017-02-07,1
2605,2017-05-25,1
2506,2017-05-25,1
2301,2017-04-05,1
0903,2017-04-05,1
2503,2017-04-05,1
0626,2017-04-05,1
3201,2017-04-05,1
1701,2017-04-05,1
0641,2017-04-05,1
0905,2017-04-05,1
0652,2017-04-05,1
6900,2017-04-05,1
2502,2017-04-05,1
5504,2017-04-05,1
1224,2017-04-05,1
0407,2017-04-05,1
2302,2017-04-05,1
2612,2017-04-05,1
2001,2017-07-13,1
2504,2020-07-22,1
0606,2020-07-22,1
3620,2020-07-22,1
0629,2020-07-22,1
2406,2020-07-22,1
0632,2020-07-22,1
6600,2020-07-22,1
3913,2019-03-29,1
4237,2019-03-29,1
2002,2019-03-29,1
3603,2019-03-29,1
6000,2019-03-29,1
1807,2019-03-29,1
4208,2019-03-29,1
0625,2019-03-29,1
0408,2019-03-29,1
1218,2019-03-29,1
3915,2019-03-29,1
5101,2019-03-29,1
2904,2019-03-29,1
4218,2019-03-29,1
4207,2019-03-29,1
4203,2019-03-29,1
3611,2019-03-29,1
3301,2019-03-29,1
5305,2019-03-29,1
3613,2019-03-29,1
1701,2019-03-29,1
4818,2019-03-29,1
3914,2019-03-29,1
2608,2019-03-29,1
0409,2019-03-29,1
0401,2019-03-29,1
0404,2019-03-29,1
4501,2019-03-29,1
0803,2019-03-29,1
0401,2019-03-29,1
1301,2019-03-29,1
3601,2019-03-29,1
0807,2019-03-29,1
4836,2019-01-29,1
1210,2019-01-29,1
4814,2019-01-29,1
1703,2019-01-29,1
3902,2019-01-29,1
4828,2019-01-29,1
1307,2019-01-29,1
1209,2019-01-29,1
3915,2019-01-29,1
0603,2019-01-29,1
4810,2019-01-29,1
0610,2019-01-29,1
1203,2019-01-29,1
4815,2019-01-29,1
1221,2019-01-29,1
3603,2019-01-29,1
3901,2019-01-29,1
2901,2019-01-29,1
3713,2019-01-29,1
3402,2019-01-29,1
0620,2019-01-29,1
2106,2019-01-29,1
0625,2019-01-29,1
1219,2019-01-29,1
1204,2019-01-29,1
3618,2019-01-29,1
2604,2019-01-29,1
3911,2019-01-29,1
3907,2019-01-29,1
3405,2019-01-29,1
4817,2019-01-29,1
0806,2019-01-29,1
4701,2019-01-29,1
3302,2019-01-29,1
3602,2019-01-29,1
1702,2019-01-29,1
4505,2019-01-29,1
4834,2019-01-29,1
0106,2019-01-29,1
4818,2019-01-29,1
3708,2019-01-29,1
2506,2019-01-29,1
4802,2019-01-29,1
0607,2019-01-29,1
5304,2019-01-29,1
0807,2019-01-29,1
4826,2019-01-29,1
1302,2019-01-29,1
0601,2019-01-29,1
5504,2019-01-29,1
0408,2019-01-29,1
4709,2019-01-29,1
1202,2019-01-29,1
3622,2019-01-29,1
1308,2019-01-29,1
0641,2019-01-29,1
7200,2019-01-29,1
5306,2019-01-29,1
1715,2019-01-29,1
5108,2019-01-29,1
3711,2019-01-29,1
3410,2019-01-29,1
3707,2019-01-29,1
5107,2019-01-29,1
3101,2019-01-29,1
0648,2019-01-29,1
5101,2019-01-29,1
0652,2019-01-29,1
4001,2019-01-29,1
4104,2019-01-29,1
4822,2019-01-29,1
2702,2019-01-29,1
2701,2019-01-29,1
5102,2019-01-29,1
3710,2019-01-29,1
0605,2019-01-29,1
4806,2019-01-29,1
5308,2019-01-29,1
3916,2019-01-29,1
1221,2019-01-29,1
4824,2019-01-29,1
3704,2019-01-29,1
4804,2019-01-29,1
4218,2019-01-29,1
1804,2019-01-29,1
0615,2019-01-29,1
2803,2019-01-29,1
3611,2019-01-29,1
2607,2019-01-29,1
4807,2019-01-29,1
1803,2019-01-29,1
3604,2019-01-29,1
3903,2019-01-29,1
4208,2019-01-29,1
2509,2019-01-29,1
1713,2019-01-29,1
2406,2019-01-29,1
1602,2019-01-29,1
0637,2019-01-29,1
2408,2019-01-29,1
2206,2019-01-29,1
0409,2019-01-29,1
3202,2019-01-29,1
1226,2019-01-29,1
4811,2019-01-29,1
1306,2019-01-29,1
5505,2019-01-29,1
1201,2019-01-29,1
4832,2019-01-29,1
1217,2019-01-29,1
4401,2019-01-29,1
4237,2019-01-29,1
0401,2019-01-29,1
0803,2019-01-29,1
0653,2019-01-29,1
